股票代码,股票简称,现价(元),涨跌幅(%),所属同花顺行业,所属概念,动态市盈率2018.12.13,所属概念数量(个),a股流通市值 (元)2018.12.13,dde大单净额(元)2018.12.13,小单净额(元)2018.12.13,中单净额(元)2018.12.13,特大单净额(元)2018.12.13,小单买入金额(元)2018.12.13,小单卖出金额(元)2018.12.13,中单买入金额(元)2018.12.13,中单卖出金额(元)2018.12.13,dde大单买入金额(元)2018.12.13,dde大单卖出金额(元)2018.12.13,特大单买入金额(元)2018.12.13,特大单卖出金额(元)2018.12.13,特大单净比(%)2018.12.13
600120.SH,浙江东方,13.68,0.15,金融服务-保险及其他-多元金融,量子通信;外贸;参股保险;供应链金融;互联网期货;参股券商;融资融券;职业教育;转融券标的;金改;浙江国资改革;地方国资改革;债转股;信托概念;证金持股;期货概念;创投,15.87,17.,9098902079.28,-6589718.10,5656779.00,932939.60,-4688711.00,23286068.80,17629290.30,26210111.60,25277172.00,11792313.70,18382031.80,4582495.00,9271206.00,-7.65
600318.SH,新力金融,7.91,-0.13,金融服务-保险及其他-多元金融,安徽城镇化;新型城镇化;纳米;融资租赁;合肥迪士尼;保障房;债转股;新材料概念;融资融券;农村金融;转融券标的;P2P概念;互联网+;互联网金融;并购重组,75.52,15.,3828440000.00,-5631979.80,2027695.00,3604285.00,1045967.00,33474579.00,31446884.20,34441765.00,30837480.00,5802070.00,11434049.80,1045967.00,0.00,1.42
600390.SH,五矿资本,7.77,1.30,金融服务-保险及其他-多元金融,参股保险;融资租赁;新能源汽车;特斯拉;金属锰;参股券商;稀土永磁;锌二氧化锰;超硬材料;锂电池;电解锰;镍氢电池;正极材料;新材料概念;央企国资改革;小金属概念;创投;期货概念,12.88,18.,3990188301.96,1640761.00,-1684846.00,44085.30,0.00,14400873.80,16085720.10,16443229.60,16399144.30,3521100.00,1880339.00,0.00,0.00,0.00
600599.SH,熊猫金控,11.08,1.10,金融服务-保险及其他-多元金融,众筹概念;春节概念;P2P概念;互联网+;互联网金融,-52.37,5.,1839280000.00,448632.00,746933.90,-1195565.90,0.00,5184646.90,4437713.00,4441586.00,5637151.90,448632.00,0.00,0.00,0.00,0.00
600643.SH,爱建集团,8.82,0.80,金融服务-保险及其他-多元金融,MSCI潜力股;浦东新区;上海自贸区;融资融券;沪股通;转融券标的;上海金改;参股券商;信托概念;互联网金融,13.14,10.,12648396640.32,-2317335.30,1175340.00,1141996.00,0.00,37671468.60,36496129.30,30529641.00,29387645.00,8123732.80,10441068.10,0.00,0.00,0.00
600695.SH,绿庭投资,4.96,0.00,金融服务-保险及其他-多元金融,国际板;养老概念;参股券商;壳资源,543.18,4.,1817677073.92,4622709.00,3266894.00,-7889603.00,2961830.00,43148353.00,39881459.00,34042837.00,41932440.00,11461488.00,6838779.00,2961830.00,0.00,3.34
600705.SH,中航资本,4.58,1.55,金融服务-保险及其他-多元金融,3D打印;上海自贸区;金控平台;MSCI概念;参股券商;融资融券;参股万达商业;沪股通;期货概念;融资租赁;央企国资改革;军民融合;信托概念;军工;中航系,14.01,15.,39463721259.08,12502291.00,-3599245.00,-8903046.00,14519922.40,23571496.90,27170741.90,29780843.00,38683889.00,34894177.00,22391886.00,16866705.40,2346783.00,16.45
600783.SH,鲁信创投,15.79,-1.74,金融服务-保险及其他-多元金融,军民融合;金属镁;OGS触控屏;参股新三板;MSCI潜力股;融资融券;新兴板概念;转融券标的;国改双百行动;地方国资改革;机构重仓;山东国资改革;创投,40.64,13.,11753433252.26,-80991087.00,72482008.00,8509080.00,-53669193.00,180573659.00,108091652.00,207490212.00,198981132.00,158174189.00,239165276.00,34227539.00,87896732.00,-9.83
600816.SH,安信信托,4.75,1.28,金融服务-保险及其他-多元金融,参股保险;融资租赁;MSCI概念;存准率扩围;融资融券;沪股通;转融券标的;信托概念;证金持股;金改,808.88,10.,22194418448.25,-856712.80,-1551318.00,2408030.80,837586.20,20524613.40,22075931.40,35242257.00,32834226.20,23571356.00,24428068.80,4904851.00,4067264.80,1.06
600830.SH,香溢融通,5.22,0.19,金融服务-保险及其他-多元金融,参股民营银行;民营金融;融资租赁;存准率扩围;融资融券;转融券标的;金改;翡翠,59.99,8.,2371564739.34,-223004.00,-1493319.20,1716323.20,0.00,6819311.00,8312630.20,9990680.00,8274356.80,1317018.00,1540022.00,0.00,0.00,0.00
600901.SH,江苏租赁,6.13,0.82,金融服务-保险及其他-多元金融,新股与次新股;融资融券;转融券标的;融资租赁;江苏国资改革;地方国资改革;沪股通,14.37,7.,3923198161.00,-3039445.50,7243710.00,-4204265.40,-1190381.20,32224237.40,24980526.50,25367842.80,29572108.20,18617943.30,21657388.80,3499808.80,4690190.00,-1.56
603300.SH,华铁科技,5.39,0.19,金融服务-保险及其他-多元金融,融资租赁;京津冀一体化;金改,24.52,3.,2184782600.00,382406.00,-253432.70,-128973.30,0.00,8580978.10,8834410.80,3097174.70,3226148.00,382406.00,0.00,0.00,0.00,0.00
000627.SZ,天茂集团,5.94,0.68,金融服务-保险及其他-保险Ⅲ,线型;MSCI概念;甲醇;融资融券;深股通;转融券标的;互联网保险,21.75,7.,12088001217.60,6615109.00,-3167722.90,-3447385.90,2179002.00,12623053.10,15790776.20,19745669.60,23193055.50,8063433.00,1448324.00,2179002.00,0.00,5.39
600291.SH,西水股份,11.16,1.64,金融服务-保险及其他-保险Ⅲ,MSCI潜力股;沪股通,22.78,2.,10924421607.00,1746076.50,-7737631.00,5991554.00,1114613.00,34299356.30,42036986.80,47126579.00,41135025.00,13450087.80,11704011.30,1114613.00,0.00,1.17
601318.SH,中国平安,63.20,1.19,金融服务-保险及其他-保险Ⅲ,上海金改;MSCI概念;央视财经50;融资融券;沪股通;转融券标的;互联网保险;白马股;中字头股票;征信;独角兽概念,10.91,11.,684624396273.60,-127090590.00,-121500290.00,248590880.00,-429289630.00,396381690.00,517881980.00,1171920680.00,923329800.00,3370412650.00,3497503240.00,2048183880.00,2477473510.00,-8.69
601319.SH,中国人保,6.37,0.95,金融服务-保险及其他-保险Ⅲ,新股与次新股;沪股通;中字头股票,17.44,3.,6441598800.00,29974877.00,-46130740.00,16155870.00,25737494.00,160832206.00,206962953.00,209118052.00,192962182.00,244721608.00,214746731.00,100060092.00,74322598.00,4.19
601336.SH,新华保险,44.21,1.73,金融服务-保险及其他-保险Ⅲ,MSCI概念;互联网保险;融资融券;沪股通;转融券标的;证金持股;机构重仓,13.43,7.,92197273221.40,65989712.00,-59020068.00,-6969641.00,32951073.00,123506692.00,182526763.00,181266839.00,188236480.00,199930276.00,133940564.00,67178303.00,34227230.00,6.53
601601.SH,中国太保,30.98,1.41,金融服务-保险及其他-保险Ⅲ,央视财经50;MSCI概念;融资融券;沪股通;转融券标的;中字头股票,16.56,6.,194761966000.00,34430119.00,26649310.00,-61079427.00,40556562.00,215217838.00,188568530.00,159838557.00,220917984.00,239112788.00,204682669.00,117387268.00,76830706.00,6.60
601628.SH,中国人寿,21.66,0.89,金融服务-保险及其他-保险Ⅲ,中字头股票;参股券商;MSCI概念;融资融券;沪股通;转融券标的;央企国资改革;联通混改;证金持股;独角兽概念,23.11,10.,451037659800.00,5972324.20,-9455857.00,3483533.00,1940360.00,38118658.20,47574515.40,39966885.00,36483352.00,18075716.30,12103392.10,1940360.00,0.00,2.02
000868.SZ,安凯客车,4.04,0.50,交运设备-汽车整车-商用载客车,校车;汽车制造概念;融资租赁;安徽国资改革;地方国资改革;新能源整车;新能源汽车,-8.61,7.,2810068674.12,61031.00,1170234.00,-1231265.00,0.00,21727130.00,20556896.00,24191091.00,25422356.00,6430425.00,6369394.00,0.00,0.00,0.00
000957.SZ,中通客车,4.95,0.20,交运设备-汽车整车-商用载客车,新能源物流车;汽车制造概念;校车;融资融券;深股通;转融券标的;新能源整车;新能源汽车;氢燃料电池,65.34,9.,2934818884.80,-69677.76,432107.50,-362429.70,0.00,8302358.60,7870251.14,8091692.30,8454122.00,415648.00,485325.76,0.00,0.00,0.00
600066.SH,宇通客车,12.24,1.75,交运设备-汽车整车-商用载客车,新能源;中原经济区;LNG汽车;MSCI概念;校车;汽车制造概念;融资融券;氢燃料电池;沪股通;新能源整车;转融券标的;新能源汽车;河南自贸区,16.97,13.,27098616089.52,-1799254.30,-9396271.00,11195525.00,-1039176.90,51139314.20,60535584.90,77311607.00,66116082.00,20198336.10,21997590.40,5640379.10,6679556.00,-0.70
600213.SH,亚星客车,6.56,1.08,交运设备-汽车整车-商用载客车,汽车制造概念;校车;山东国资改革;地方国资改革;新能源整车;新能源汽车,56.23,6.,1443200000.00,944476.00,-198660.00,-745816.00,0.00,9993411.00,10192071.00,5005030.00,5750846.00,1755214.00,810738.00,0.00,0.00,0.00
600303.SH,曙光股份,4.05,0.00,交运设备-汽车整车-商用载客车,中朝贸易区;校车;锂电池;汽车制造概念;融资租赁;新能源整车;新能源汽车;股权转让,-66.62,8.,2512313398.80,-3296705.30,2797576.00,499129.30,-723892.00,16321053.80,13523477.80,16313222.50,15814093.20,3810575.00,7107280.30,850976.00,1574868.00,-1.99
600686.SH,金龙汽车,7.81,-0.89,交运设备-汽车整车-商用载客车,汽车制造概念;平潭免税区;校车;融资融券;转融券标的;国开行;地方国资改革;无人驾驶;百度概念;新能源整车;新能源汽车;氢燃料电池;平安资管持股,41.35,13.,4738627770.91,-3815008.30,7597538.00,-3782529.40,235233.00,21005223.70,13407686.00,16008793.40,19791322.80,11969524.60,15784532.90,2820990.00,2585757.00,0.48
000550.SZ,江铃汽车,11.80,-1.17,交运设备-汽车整车-商用载货车,低碳;国Ⅳ排放受益;鄱阳湖经济区;汽车制造概念;融资融券;深股通;转融券标的;证金持股;机构重仓,34.92,9.,6117440488.00,2220450.40,-253112.00,-1967338.50,0.00,19480229.20,19733341.10,10199629.00,12166967.50,5301222.40,3080772.00,0.00,0.00,0.00
000951.SZ,中国重汽,11.95,4.09,交运设备-汽车整车-商用载货车,环渤海;汽车制造概念;中字头股票;深股通;一带一路;机构重仓;证金持股,8.22,7.,8017283202.00,1640279.00,-1618159.00,-22120.00,1135400.00,36546943.00,38165102.00,22242508.00,22264628.00,7386254.00,5745975.00,2850654.00,1715254.00,1.72
600006.SH,东风汽车,3.88,2.11,交运设备-汽车整车-商用载货车,新能源物流车;网约车;汽车制造概念;融资融券;转融券标的;智能汽车;央企国资改革;无人驾驶;新能源汽车;证金持股,14.06,10.,7760000000.00,353740.00,4067107.00,-4420846.70,553588.00,17490510.00,13423403.30,8618760.30,13039607.00,4113366.00,3759626.00,1319588.00,766000.00,1.83
600166.SH,福田汽车,1.83,0.55,交运设备-汽车整车-商用载货车,特斯拉;特朗普访华;LNG加气站;MSCI潜力股;LNG汽车;汽车制造概念;大数据;国Ⅳ排放受益;APEC会议;融资融券;沪股通;车联网;转融券标的;智能交通;智慧城市;工业互联网;北京国资改革;地方国资改革;无人驾驶;新能源整车;百度概念;新能源汽车;氢燃料电池;沪伦通预期;一元股,-5.41,25.,12206340260.70,485913.90,1808098.30,-2294012.20,4870645.60,5985205.00,4177106.70,11486130.80,13780143.00,19841279.80,19355365.90,12393230.60,7522585.00,13.05
600375.SH,华菱星马,3.90,1.30,交运设备-汽车整车-商用载货车,安徽城镇化;安徽自贸区;汽车制造概念;军工;地方国资改革,109.57,5.,2167388328.30,1352425.00,-1082661.90,-269763.10,0.00,3555145.90,4637807.80,8251871.90,8521635.00,2008048.00,655623.00,0.00,0.00,0.00
000572.SZ,海马汽车,2.57,-1.15,交运设备-汽车整车-乘用车,三沙;海南旅游岛;参股民营银行;共享汽车;汽车制造概念;东盟北部湾;车联网;智能汽车;深股通;共享经济;互联网+;海南自贸区;无人驾驶;新能源整车;新能源汽车,-6.64,15.,4220326075.68,-1894380.40,-224519.00,2118899.00,-3640346.00,28727756.40,28952275.00,45146924.00,43028025.00,21068877.60,22963258.00,3666638.00,7306984.00,-3.83
000625.SZ,长安汽车,6.45,2.22,交运设备-汽车整车-乘用车,MSCI概念;两江新区;人工智能;B转H;锂电池;央视财经50;车联网;新能源;汽车制造概念;重庆自贸区;特斯拉;足球概念;成渝特区;电动汽车;超级电容;融资融券;深股通;转融券标的;智能汽车;央企国资改革;无人驾驶;新能源整车;新能源汽车;宁德时代概念;证金持股;安邦系;蔚来汽车概念;沪伦通预期;中兵系,19.98,29.,24257682875.70,12076768.10,-16666176.00,4589408.00,4284195.00,29971169.90,46637346.00,48094104.00,43504696.00,31825131.90,19748363.80,5576195.00,1292000.00,3.90
000800.SZ,一汽轿车,7.35,0.41,交运设备-汽车整车-乘用车,MSCI潜力股;央企控股;阅兵;中朝贸易区;汽车制造概念;共享汽车;融资融券;深股通;转融券标的;智能汽车;车联网;网约车;智能交通;央企国资改革;新能源整车;新能源汽车;共享经济;证金持股,66.40,18.,10376392473.30,1847867.20,-366792.00,-1481075.00,0.00,14512961.20,14879753.40,20354735.40,21835810.40,11281528.50,9433661.30,0.00,0.00,0.00
000927.SZ,一汽夏利,3.47,-0.57,交运设备-汽车整车-乘用车,环渤海;汽车制造概念;央企控股;滨海新区;央企国资改革;新能源汽车,-4.14,6.,5535243231.20,-1918002.00,-1477775.00,3395777.00,1528620.00,5686741.00,7164516.00,12456350.00,9060573.00,3063592.00,4981594.00,1528620.00,0.00,7.21
000980.SZ,众泰汽车,4.97,0.81,交运设备-汽车整车-乘用车,汽车制造概念;深股通;贸易战影响股;网约车;新能源整车;新能源汽车,18.20,6.,6192345223.61,-3913686.00,9434828.00,-5521142.00,0.00,23999244.00,14564416.00,14280559.00,19801701.00,3241769.00,7155455.00,0.00,0.00,0.00
002594.SZ,比亚迪,58.40,0.26,交运设备-汽车整车-乘用车,锂矿;锌电池;分布式发电;元器件;IGBT;三星;MSCI概念;汽车电商;特斯拉;新能源;汽车制造概念;充电桩;电动汽车;轨道交通;超级品牌;车联网;智能汽车;融资融券;盐湖提锂;深股通;转融券标的;锂电制造;锂电池;3D玻璃;大消费;互联网+;无人驾驶;新能源整车;新能源汽车;储能,78.25,30.,66681093953.60,26650509.00,-30495030.00,3844522.00,16538777.00,140962887.00,171457918.00,183166509.00,179321987.00,260918278.00,234267769.00,147611804.00,131073027.00,2.83
600104.SH,上汽集团,24.80,0.28,交运设备-汽车整车-乘用车,汽车制造概念;央视财经50;共享汽车;MSCI概念;汽车电商;新型城镇化;超级品牌;马云概念;电动汽车;智能汽车;融资融券;参股万达商业;沪股通;电机电控;转融券标的;动力电池回收;贸易战受益股;共享经济;宁德时代概念;地方国资改革;大消费;新能源整车;新能源汽车;上海国资改革;氢燃料电池;沪伦通预期,7.85,26.,285285134853.60,-41488430.00,14156728.00,27331702.00,-40971430.00,141932300.00,127775572.00,170084543.00,142752841.00,196056297.00,237544727.00,85182617.00,126154047.00,-8.06
600418.SH,江淮汽车,5.16,0.59,交运设备-汽车整车-乘用车,汽车制造概念;MSCI潜力股;融资融券;沪股通;锂电池;转融券标的;蔚来汽车概念;安徽国资改革;地方国资改革;无人驾驶;新能源整车;新能源汽车,153.20,12.,9769490523.72,998705.00,2520401.00,-3519106.00,108153.00,27015096.60,24494695.60,29634758.00,33153864.00,13806490.00,12807785.00,3287653.00,3179500.00,0.15
600733.SH,北汽蓝谷,9.45,-1.46,交运设备-汽车整车-乘用车,S股;摘帽;送转填权;北汽新能源;新能源整车;新能源汽车;高送转,179.47,7.,3750705000.00,-20638155.80,19317102.00,1321054.00,-14915609.80,81563011.00,62245909.20,77822957.00,76501903.00,33203533.00,53841688.80,0.00,14915609.80,-7.74
601127.SH,小康股份,16.61,0.97,交运设备-汽车整车-乘用车,沪股通;车联网;智能汽车;新能源整车;百度概念;阿里巴巴概念;无人驾驶;新能源汽车,236.57,8.,3580544566.17,1660529.00,1991300.00,-3651829.10,-1328000.00,20041025.00,18049724.90,16369815.00,20021644.10,7270300.00,5609771.00,0.00,1328000.00,-3.04
601238.SH,广汽集团,10.57,1.25,交运设备-汽车整车-乘用车,MSCI概念;二手车;参股新三板;汽车制造概念;车联网;智能汽车;融资融券;沪股通;转融券标的;白马股;蔚来汽车概念;地方国资改革;新能源整车;新能源汽车;宁德时代概念;广东国资改革,8.23,16.,64242414345.62,3157869.60,7212828.00,-10370698.20,1464722.60,31717638.20,24504809.60,16836903.30,27207601.50,10497941.00,7340071.40,1464722.60,0.00,2.48
601633.SH,长城汽车,5.99,1.53,交运设备-汽车整车-乘用车,汽车制造概念;雄安新区;融资融券;沪股通;转融券标的;贸易战受益股;无人驾驶;新能源整车;新能源汽车;证金持股;机构重仓,10.44,11.,36106096710.00,6212227.70,-19739257.00,13527029.00,1403256.70,41685063.30,61424320.00,55338253.00,41811224.00,30590400.80,24378173.10,8302855.10,6899598.40,1.10
601777.SH,力帆股份,4.12,0.24,交运设备-汽车整车-乘用车,共享汽车;金改;汽车制造概念;特斯拉;智能交通;融资融券;转融券标的;共享经济;百度概念;无人驾驶;新能源整车;新能源汽车;证金持股,30.29,13.,5208071313.48,-5176626.00,6042938.90,-866312.90,0.00,13566764.00,7523825.10,17672268.20,18538581.10,2459832.00,7636458.00,0.00,0.00,0.00
000030.SZ,富奥股份,4.06,0.00,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子;特斯拉;融资融券;深股通;转融券标的;地方国资改革;机构重仓;吉林国资改革,8.34,8.,7107282199.08,-287828.00,-345829.20,633657.20,-814000.00,9217978.83,9563808.03,8681075.20,8047418.00,1128645.00,1416473.00,0.00,814000.00,-4.28
000338.SZ,潍柴动力,7.72,1.71,交运设备-汽车零部件-汽车零部件Ⅲ,新型城镇化;高端装备;LNG动力船;MSCI概念;柴油发电;节能环保;低碳;融资融券;深股通;转融券标的;新能源整车;新能源汽车;证金持股;氢燃料电池,7.72,14.,33275505662.92,44511360.80,-36978148.00,-7533213.00,23119316.80,61263191.00,98241338.80,75875128.00,83408341.00,99007361.00,54496000.20,35234921.00,12115604.20,9.79
000559.SZ,万向钱潮,5.70,0.35,交运设备-汽车零部件-汽车零部件Ⅲ,MSCI概念;特斯拉;锂电池;参股民营银行;工业4.0;国开行;融资融券;参股万达商业;深股通;电动汽车;电机电控;转融券标的;新能源汽车;北汽新能源;工业互联网;证金持股,20.29,16.,15692951431.80,35424.20,1285909.00,-1321333.20,0.00,35458748.00,34172839.00,23816943.80,25138277.00,4279876.20,4244452.00,0.00,0.00,0.00
000581.SZ,威孚高科,18.90,1.45,交运设备-汽车零部件-汽车零部件Ⅲ,油品升级;节能减排;国Ⅳ排放受益;废气处理;尾气治理;MSCI概念;PM2.5;融资融券;深股通;转融券标的;电机电控;江苏国资改革;地方国资改革;新能源汽车;节能环保,6.96,15.,15809660829.90,6024269.90,-2363114.00,-3661155.20,447817.00,26623747.60,28986862.30,26557474.60,30218629.80,18680124.10,12655854.20,4462127.00,4014310.00,0.62
000622.SZ,恒立实业,7.10,0.42,交运设备-汽车零部件-汽车零部件Ⅲ,壳资源,2078.02,1.,3019104600.00,-20448527.90,12289026.00,8159500.00,-7723962.90,146491402.10,134202374.20,153472068.00,145312568.00,66996003.10,87444531.00,11796813.10,19520776.00,-2.10
000678.SZ,襄阳轴承,5.22,0.19,交运设备-汽车零部件-汽车零部件Ⅲ,湖北国资改革;地方国资改革;股权转让,-95.13,3.,2239796540.34,-475340.00,199000.00,276340.00,0.00,6355153.00,6156153.00,3122836.00,2846496.00,1875091.00,2350431.00,0.00,0.00,0.00
000700.SZ,模塑科技,3.31,-0.30,交运设备-汽车零部件-汽车零部件Ⅲ,融资融券;转融券标的;民营医院;无人驾驶,263.99,4.,2308340712.31,-1362995.00,590704.00,772291.00,0.00,5798449.00,5207745.00,7591768.00,6819477.00,2042269.00,3405264.00,0.00,0.00,0.00
000757.SZ,浩物股份,5.31,0.38,交运设备-汽车零部件-汽车零部件Ⅲ,二手车;节能环保;空气净化;天津国资改革;地方国资改革;并购重组,23.14,6.,2398100076.00,-353704.00,-43824.90,397528.90,0.00,13180664.00,13224488.90,13044655.90,12647127.00,319590.00,673294.00,0.00,0.00,0.00
000760.SZ,斯太尔,3.93,-0.51,交运设备-汽车零部件-汽车零部件Ⅲ,锂电池;新能源;股权转让;人民币贬值受益;军工,-6.67,5.,2571965973.24,-12660663.00,17008838.00,-4348175.00,707181.00,66565588.00,49556750.00,64561984.00,68910159.00,17879188.50,30539851.50,5601328.00,4894147.00,0.47
000887.SZ,中鼎股份,10.88,0.46,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子;军工;无人机;MSCI潜力股;航天军工;电动汽车;智能汽车;融资融券;军用无人机;深股通;转融券标的;宁德时代概念;高铁;互联网+;新能源汽车;特斯拉;蔚来汽车概念,9.48,17.,13257443983.36,3624340.20,-2198376.00,-1425965.00,3893427.30,32495830.40,34694205.60,34102933.00,35528898.00,13867388.30,10243048.10,6100427.30,2207000.00,4.84
000903.SZ,云内动力,2.63,-0.38,交运设备-汽车零部件-汽车零部件Ⅲ,参股新三板;创投;农机;深股通;乡村振兴;云南国资改革;地方国资改革,20.42,7.,4622322672.94,-803299.00,677807.00,125492.00,634942.00,4455468.00,3777661.00,7701875.00,7576383.00,2818444.00,3621743.00,634942.00,0.00,4.24
000981.SZ,银亿股份,3.66,-1.35,交运设备-汽车零部件-汽车零部件Ⅲ,跨境电商;物联网;汽车制造概念;兰州自贸区;高端装备;深股通;金属镍;新能源汽车;小金属概念;并购重组,12.96,10.,9421995096.00,-9027007.90,17404516.00,-8377508.00,-5443924.80,47381798.10,29977282.20,54743730.00,63121238.00,22187941.70,31214949.60,4859256.00,10303180.80,-4.38
001696.SZ,宗申动力,4.74,0.85,交运设备-汽车零部件-汽车零部件Ⅲ,两江新区;P2P概念;东盟自贸区;成渝特区;机器人概念;汽车电商;融资融券;军用无人机;深股通;军民融合;小额贷款;转融券标的;航空发动机;通用航空;无人机;军工,13.89,16.,4224234675.00,-735145.00,2732791.00,-1997646.10,0.00,19240741.20,16507950.10,11240999.50,13238645.60,642409.00,1377554.00,0.00,0.00,0.00
002048.SZ,宁波华翔,11.19,0.00,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子;中德合作;融资融券;深股通;转融券标的,10.43,5.,5150128278.66,-4164964.00,4239618.40,-74654.00,-2469121.00,16989920.60,12750302.60,10560495.30,10635149.30,3650755.00,7815719.00,538720.00,3007841.00,-7.91
002085.SZ,万丰奥威,7.40,-0.40,交运设备-汽车零部件-汽车零部件Ⅲ,MSCI潜力股;深股通;锂电池;节能环保;新能源汽车;融资融券;转融券标的;汽车制造概念;北汽新能源;蔚来汽车概念;机构重仓,15.47,11.,15641627959.20,-4862628.40,4483392.40,379236.00,-489487.00,12376994.10,7893601.70,9592945.40,9213709.40,8942714.60,13805343.00,1985296.00,2474783.00,-1.58
002101.SZ,广东鸿图,8.12,-3.22,交运设备-汽车零部件-汽车零部件Ⅲ,特斯拉,11.39,1.,3456026109.48,-2278724.60,4303144.00,-2024420.30,208665.50,19376364.40,15073219.50,12016694.30,14041114.60,7645394.80,9924119.40,1497851.00,1289185.50,0.53
002126.SZ,银轮股份,7.76,0.13,交运设备-汽车零部件-汽车零部件Ⅲ,小额贷款;废气处理;智能汽车;深股通;尾气治理;独角兽概念;新能源汽车;超级高铁;养老金持股;量子通信,16.43,10.,5946912417.68,-3284118.00,7864157.00,-4580039.40,-369189.00,32980111.30,25115953.90,19414746.10,23994785.50,14646571.40,17930689.40,4015296.00,4384485.00,-0.55
002213.SZ,特尔佳,10.35,9.99,交运设备-汽车零部件-汽车零部件Ⅲ,--,682.87,0.,2038020559.65,25345267.70,-11628247.70,-13717020.00,36898018.00,13008173.30,24636421.00,15296931.00,29013951.00,73562579.70,48217312.00,62413101.00,25515083.00,36.22
002239.SZ,奥特佳,2.32,-1.28,交运设备-汽车零部件-汽车零部件Ⅲ,高考;大上海;涉矿;汽车制造概念;深股通;人民币贬值受益;北汽新能源;锂电设备;锂电制造;新能源汽车;锂电池;蔚来汽车概念,12.77,12.,7019726444.24,-26865251.00,14102288.00,12762963.00,-20121603.00,40333697.00,26231409.00,68877457.00,56114494.00,47280332.00,74145583.00,20326657.00,40448260.00,-12.86
002265.SZ,西仪股份,9.13,0.66,交运设备-汽车零部件-汽车零部件Ⅲ,航天军工;央企国资改革;证金持股;军工;军工改制;中兵系,1908.56,6.,2767972484.64,-501572.00,-1078932.00,1580504.00,-503978.00,9884238.20,10963170.20,6034435.20,4453931.20,1123830.00,1625402.00,0.00,503978.00,-2.96
002283.SZ,天润曲轴,3.60,1.12,交运设备-汽车零部件-汽车零部件Ⅲ,机器人概念;高端装备;汽车制造概念;工业4.0;深股通;工业机器人,12.91,6.,3685335508.80,-1947230.00,1369102.00,578128.00,-1598000.00,6252024.50,4882922.50,7015383.10,6437255.10,2414342.00,4361572.00,1440000.00,3038000.00,-10.19
002284.SZ,亚太股份,4.74,0.21,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子;深股通;智能汽车;新能源汽车;无人驾驶,74.19,5.,3251625225.42,641252.00,714595.50,-1355847.50,0.00,9551529.80,8836934.30,4749221.00,6105068.50,1583917.00,942665.00,0.00,0.00,0.00
002328.SZ,新朋股份,6.25,2.97,交运设备-汽车零部件-汽车零部件Ⅲ,涉矿;军工;证金持股;创投,28.83,4.,2031895062.50,10399128.00,-5034683.00,-5364445.00,8547187.00,71965850.00,77000533.00,65526719.00,70891164.00,54250636.00,43851508.00,24469926.00,15922739.00,4.46
002355.SZ,兴民智通,7.94,1.15,交运设备-汽车零部件-汽车零部件Ⅲ,3D打印;参股民营银行;参股新三板;融资融券;大数据;转融券标的;新能源汽车;车联网;北汽新能源;无人驾驶;证金持股;股权转让,68.70,12.,3097852979.64,1513953.00,-896807.90,-617145.10,2105628.00,5551154.70,6447962.60,4913227.40,5530372.50,6504851.00,4990898.00,5147548.00,3041920.00,12.41
002363.SZ,隆基机械,5.44,0.18,交运设备-汽车零部件-汽车零部件Ⅲ,充电桩;新能源汽车;工业4.0;高端装备,22.58,4.,2261724836.48,-1780226.10,-604509.00,2384734.90,-1072505.00,21014318.30,21618827.10,14843541.30,12458806.40,5620461.30,7400687.40,1634343.00,2706848.00,-2.59
002406.SZ,远东传动,5.76,1.41,交运设备-汽车零部件-汽车零部件Ⅲ,军民融合;中原经济区;工业4.0;军工,13.22,4.,2394442241.28,193150.00,1257099.30,-1450249.32,0.00,7833638.80,6576539.48,1624603.68,3074853.00,657754.00,464604.00,0.00,0.00,0.00
002434.SZ,万里扬,6.85,-0.58,交运设备-汽车零部件-汽车零部件Ⅲ,小额贷款;汽车制造概念;深股通;新能源汽车,18.85,4.,6980672655.00,1332941.52,234951.70,-1567893.20,650651.52,13106459.80,12871508.12,9571124.00,11139017.20,4054316.52,2721375.00,650651.52,0.00,2.43
002448.SZ,中原内配,5.95,-1.00,交运设备-汽车零部件-汽车零部件Ⅲ,中原经济区;智能汽车;军工;无人驾驶;成泉资本持股,13.80,5.,2802167345.25,-4884305.00,3612989.00,1271315.90,-1925563.00,24804525.20,21191536.10,16826162.40,15554846.50,3722589.00,8606894.00,0.00,1925563.00,-4.25
002454.SZ,松芝股份,4.48,0.45,交运设备-汽车零部件-汽车零部件Ⅲ,小额贷款;轨道交通;新能源汽车,32.32,3.,2763000925.44,-571522.00,379539.40,191982.60,-1009277.00,9834653.70,9455114.30,8579298.00,8387315.40,1570930.00,2142452.00,0.00,1009277.00,-5.05
002472.SZ,双环传动,6.55,-0.76,交运设备-汽车零部件-汽车零部件Ⅲ,高端装备;机器人概念;小额贷款;高铁;独角兽概念;工业机器人;新能源汽车;宁德时代概念;创投,17.73,9.,3603975092.75,-5692963.00,8491400.00,-2798437.00,-1593205.00,49741200.00,41249800.00,37798785.00,40597222.00,13112448.00,18805411.00,2257391.00,3850596.00,-1.58
